student_id,course_major,actual_grade,completion_status,student_difficulty_rating,study_hours_logged,feedback_comment,student_major,course_id
2611,Healthcare,C+,Completed,4.5,19,Conceptually tough and fast-paced.,Engineering,COURSE0005
1288,Engineering,F,Dropped,3.2,20,"Some complex topics, but support was available.",Healthcare,COURSE0466
2164,Computer Science,B,Completed,2.0,19,Straightforward and beginner-friendly course.,Healthcare,COURSE0092
2036,Business,F,Dropped,2.3,9,Good for revising basic concepts.,Business,COURSE0170
3472,Business,,Dropped,2.4,8,Easy to follow with clear instructions.,Computer Science,COURSE0317
1393,Business,B,Completed,2.6,6,Good for revising basic concepts.,Healthcare,COURSE0022
2728,Computer Science,,Failed,3.3,10,"Some complex topics, but support was available.",Computer Science,COURSE0405
1662,Business,B,Completed,3.6,13,Balanced workload with practical assignments.,Healthcare,COURSE0326
1090,Computer Science,F,Completed,4.7,6,Conceptually tough and fast-paced.,Healthcare,COURSE0001
1057,Business,,Dropped,3.1,19,Balanced workload with practical assignments.,Business,COURSE0133
2650,Business,,Failed,3.6,19,Balanced workload with practical assignments.,Business,COURSE0233
1076,Engineering,,Dropped,4.2,18,Conceptually tough and fast-paced.,Healthcare,COURSE0012
2449,Computer Science,,Dropped,3.5,17,Balanced workload with practical assignments.,Computer Science,COURSE0346
1413,Business,,Failed,4.5,13,Requires significant study time and dedication.,Business,COURSE0046
2294,Computer Science,C+,Completed,2.0,6,Easy to follow with clear instructions.,Business,COURSE0034
1586,Engineering,,Dropped,4.3,12,Conceptually tough and fast-paced.,Engineering,COURSE0433
2796,Business,,Failed,2.4,7,Helpful for gaining confidence in fundamentals.,Business,COURSE0078
1696,Business,B,Completed,3.4,8,"Requires regular study, but rewarding overall.",Business,COURSE0218
1240,Engineering,A,Completed,4.6,8,Conceptually tough and fast-paced.,Computer Science,COURSE0301
1344,Business,F,Dropped,4.0,13,Requires significant study time and dedication.,Computer Science,COURSE0411
2797,Business,,Dropped,2.3,14,Straightforward and beginner-friendly course.,Healthcare,COURSE0073
3191,Healthcare,,Dropped,3.3,19,"Some complex topics, but support was available.",Business,COURSE0282
3015,Computer Science,,Failed,4.2,15,Intensive exams and complex assignments.,Business,COURSE0249
3171,Business,,Failed,4.3,13,Requires significant study time and dedication.,Business,COURSE0047
1957,Business,F,Dropped,2.2,8,Light workload and minimal assessments.,Computer Science,COURSE0121
1977,Healthcare,,Failed,3.9,13,Conceptually tough and fast-paced.,Engineering,COURSE0214
3055,Healthcare,F,Failed,3.5,5,"Requires regular study, but rewarding overall.",Computer Science,COURSE0239
3257,Business,A,Completed,4.7,15,Not recommended without a strong background.,Computer Science,COURSE0056
1732,Healthcare,B,Completed,2.3,8,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0350
2620,Computer Science,F,Completed,3.3,7,"Requires regular study, but rewarding overall.",Engineering,COURSE0107
3168,Business,F,Completed,4.0,13,Demanding course with a heavy workload.,Engineering,COURSE0319
2460,Business,F,Dropped,2.3,12,Good for revising basic concepts.,Business,COURSE0048
2062,Business,,Dropped,4.8,6,Demanding course with a heavy workload.,Healthcare,COURSE0061
2327,Computer Science,,Dropped,2.2,13,Straightforward and beginner-friendly course.,Engineering,COURSE0337
1707,Computer Science,F,Failed,4.2,9,Requires significant study time and dedication.,Engineering,COURSE0026
1006,Business,B+,Completed,4.4,15,Intensive exams and complex assignments.,Business,COURSE0292
2162,Computer Science,F,Dropped,3.9,5,Demanding course with a heavy workload.,Healthcare,COURSE0257
1754,Computer Science,F,Dropped,4.7,11,Not recommended without a strong background.,Business,COURSE0008
1601,Healthcare,F,Failed,4.3,20,Not recommended without a strong background.,Engineering,COURSE0113
1732,Business,,Failed,2.1,18,Light workload and minimal assessments.,Engineering,COURSE0355
1531,Computer Science,F,Completed,2.9,16,Good mix of theory and application.,Engineering,COURSE0253
1579,Computer Science,,Dropped,3.6,11,Good mix of theory and application.,Computer Science,COURSE0180
1773,Engineering,,Failed,2.7,14,Easy to follow with clear instructions.,Computer Science,COURSE0207
2017,Computer Science,,Dropped,3.3,5,Good mix of theory and application.,Business,COURSE0303
1996,Computer Science,,Failed,2.1,10,Light workload and minimal assessments.,Business,COURSE0127
2219,Engineering,A,Completed,4.9,6,Not recommended without a strong background.,Engineering,COURSE0056
1616,Healthcare,C+,Completed,4.5,13,Conceptually tough and fast-paced.,Engineering,COURSE0214
1229,Business,,Dropped,3.9,8,Not recommended without a strong background.,Healthcare,COURSE0014
3117,Business,,Failed,3.9,18,Conceptually tough and fast-paced.,Healthcare,COURSE0474
2057,Healthcare,A,Completed,3.9,15,Intensive exams and complex assignments.,Computer Science,COURSE0028
2549,Computer Science,,Failed,3.3,15,Challenging but manageable with consistent effort.,Healthcare,COURSE0471
1306,Engineering,A,Completed,3.2,8,"Requires regular study, but rewarding overall.",Healthcare,COURSE0078
3040,Computer Science,A,Completed,3.1,5,"Requires regular study, but rewarding overall.",Business,COURSE0216
2840,Computer Science,A,Completed,4.4,15,Demanding course with a heavy workload.,Computer Science,COURSE0386
1900,Engineering,,Failed,3.6,20,Balanced workload with practical assignments.,Business,COURSE0365
1002,Computer Science,,Dropped,4.1,7,Conceptually tough and fast-paced.,Healthcare,COURSE0154
1263,Computer Science,,Failed,4.0,12,Requires significant study time and dedication.,Business,COURSE0014
2199,Healthcare,,Failed,3.8,18,Balanced workload with practical assignments.,Engineering,COURSE0187
3302,Computer Science,B,Completed,3.1,5,Balanced workload with practical assignments.,Computer Science,COURSE0312
3021,Engineering,,Failed,3.3,8,"Requires regular study, but rewarding overall.",Business,COURSE0371
2884,Computer Science,B+,Completed,3.9,6,Not recommended without a strong background.,Healthcare,COURSE0007
3314,Business,C+,Completed,2.8,9,Balanced workload with practical assignments.,Business,COURSE0003
2067,Business,F,Failed,3.2,8,Good mix of theory and application.,Computer Science,COURSE0111
1502,Computer Science,,Dropped,4.1,17,Not recommended without a strong background.,Engineering,COURSE0407
3024,Computer Science,,Dropped,2.7,6,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0238
1772,Business,,Failed,3.7,13,Balanced workload with practical assignments.,Healthcare,COURSE0363
1383,Business,F,Completed,3.8,8,"Some complex topics, but support was available.",Computer Science,COURSE0239
2935,Business,,Dropped,3.4,8,Challenging but manageable with consistent effort.,Business,COURSE0493
1724,Business,,Dropped,3.6,6,"Requires regular study, but rewarding overall.",Computer Science,COURSE0274
2621,Business,F,Dropped,3.4,18,"Requires regular study, but rewarding overall.",Healthcare,COURSE0294
2017,Computer Science,,Failed,2.8,20,Good mix of theory and application.,Business,COURSE0227
1599,Healthcare,,Dropped,4.0,10,Intensive exams and complex assignments.,Computer Science,COURSE0371
1683,Business,,Failed,3.9,9,Requires significant study time and dedication.,Computer Science,COURSE0015
1470,Computer Science,C+,Completed,2.7,8,Easy to follow with clear instructions.,Engineering,COURSE0192
1645,Computer Science,,Failed,2.9,6,Balanced workload with practical assignments.,Engineering,COURSE0473
1518,Computer Science,,Dropped,2.2,10,Light workload and minimal assessments.,Engineering,COURSE0119
2789,Computer Science,,Dropped,4.3,15,Requires significant study time and dedication.,Healthcare,COURSE0485
1517,Computer Science,A,Completed,4.1,7,Intensive exams and complex assignments.,Engineering,COURSE0028
1807,Computer Science,B+,Completed,3.5,14,Good mix of theory and application.,Engineering,COURSE0202
1536,Business,,Dropped,3.1,5,"Some complex topics, but support was available.",Healthcare,COURSE0039
1224,Computer Science,A,Completed,4.6,16,Intensive exams and complex assignments.,Computer Science,COURSE0441
2560,Computer Science,,Failed,2.6,16,Straightforward and beginner-friendly course.,Business,COURSE0273
2053,Business,A,Completed,3.2,10,"Some complex topics, but support was available.",Computer Science,COURSE0231
3449,Healthcare,,Failed,2.5,10,Easy to follow with clear instructions.,Healthcare,COURSE0086
1723,Computer Science,,Dropped,4.9,6,Requires significant study time and dedication.,Computer Science,COURSE0474
2778,Computer Science,F,Failed,3.8,14,Challenging but manageable with consistent effort.,Business,COURSE0126
1787,Business,,Dropped,3.5,17,"Some complex topics, but support was available.",Computer Science,COURSE0300
1836,Business,F,Dropped,4.9,10,Demanding course with a heavy workload.,Healthcare,COURSE0025
1516,Business,F,Dropped,2.4,19,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0145
1523,Business,F,Failed,2.3,17,Light workload and minimal assessments.,Business,COURSE0013
3437,Computer Science,,Dropped,4.5,17,Intensive exams and complex assignments.,Business,COURSE0212
1847,Engineering,,Dropped,4.6,16,Conceptually tough and fast-paced.,Healthcare,COURSE0025
2334,Business,,Dropped,3.3,12,Good mix of theory and application.,Computer Science,COURSE0068
1964,Computer Science,B+,Completed,4.5,9,Demanding course with a heavy workload.,Healthcare,COURSE0394
2705,Healthcare,,Dropped,3.0,13,Challenging but manageable with consistent effort.,Engineering,COURSE0067
3204,Business,,Failed,2.8,14,Balanced workload with practical assignments.,Business,COURSE0233
3328,Healthcare,B,Completed,4.1,6,Conceptually tough and fast-paced.,Engineering,COURSE0109
3394,Business,,Failed,2.1,15,Straightforward and beginner-friendly course.,Engineering,COURSE0146
1121,Business,,Failed,3.6,7,Good mix of theory and application.,Business,COURSE0111
1315,Healthcare,F,Completed,3.0,16,Challenging but manageable with consistent effort.,Computer Science,COURSE0228
2143,Business,,Dropped,2.0,8,Easy to follow with clear instructions.,Healthcare,COURSE0111
2545,Business,,Failed,3.1,5,Balanced workload with practical assignments.,Business,COURSE0470
3000,Business,B+,Completed,4.3,19,Conceptually tough and fast-paced.,Engineering,COURSE0034
1493,Engineering,F,Completed,4.3,15,Conceptually tough and fast-paced.,Computer Science,COURSE0111
2863,Business,C+,Completed,4.1,15,Conceptually tough and fast-paced.,Computer Science,COURSE0264
1067,Engineering,F,Failed,2.0,20,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0424
2079,Business,B+,Completed,3.4,18,"Requires regular study, but rewarding overall.",Computer Science,COURSE0369
2583,Business,C+,Completed,4.7,7,Demanding course with a heavy workload.,Engineering,COURSE0236
2569,Business,,Failed,2.5,18,Good for revising basic concepts.,Computer Science,COURSE0083
1423,Computer Science,,Dropped,4.0,8,Not recommended without a strong background.,Business,COURSE0042
1640,Business,B,Completed,4.6,15,Demanding course with a heavy workload.,Business,COURSE0425
2249,Business,A,Completed,3.4,13,Challenging but manageable with consistent effort.,Business,COURSE0101
3165,Business,,Dropped,4.6,10,Conceptually tough and fast-paced.,Healthcare,COURSE0006
2393,Business,,Failed,4.5,13,Intensive exams and complex assignments.,Business,COURSE0180
1581,Healthcare,,Failed,2.2,11,Light workload and minimal assessments.,Computer Science,COURSE0282
2921,Business,F,Dropped,2.8,11,Challenging but manageable with consistent effort.,Business,COURSE0320
3053,Computer Science,,Failed,3.7,14,Challenging but manageable with consistent effort.,Computer Science,COURSE0226
2859,Business,,Dropped,2.1,12,Straightforward and beginner-friendly course.,Business,COURSE0443
1988,Computer Science,,Failed,3.5,6,"Requires regular study, but rewarding overall.",Business,COURSE0440
2839,Healthcare,C+,Completed,4.1,13,Intensive exams and complex assignments.,Business,COURSE0315
3436,Engineering,A,Completed,3.0,12,"Requires regular study, but rewarding overall.",Engineering,COURSE0365
1408,Business,,Dropped,4.9,5,Intensive exams and complex assignments.,Business,COURSE0454
1674,Business,,Dropped,2.2,14,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0229
2254,Engineering,,Dropped,3.0,9,Challenging but manageable with consistent effort.,Computer Science,COURSE0377
2941,Business,F,Completed,4.7,15,Not recommended without a strong background.,Healthcare,COURSE0289
1845,Computer Science,B,Completed,2.1,10,Straightforward and beginner-friendly course.,Engineering,COURSE0437
1149,Computer Science,F,Failed,4.4,14,Demanding course with a heavy workload.,Engineering,COURSE0150
1939,Computer Science,A,Completed,5.0,13,Demanding course with a heavy workload.,Healthcare,COURSE0277
2744,Business,B,Completed,4.0,12,Requires significant study time and dedication.,Business,COURSE0198
3096,Computer Science,,Failed,3.8,13,Balanced workload with practical assignments.,Business,COURSE0070
3138,Healthcare,F,Dropped,4.3,8,Demanding course with a heavy workload.,Business,COURSE0112
2423,Business,,Failed,2.9,11,Good mix of theory and application.,Healthcare,COURSE0004
2037,Healthcare,F,Dropped,4.7,9,Intensive exams and complex assignments.,Engineering,COURSE0350
3219,Healthcare,,Failed,2.0,10,Light workload and minimal assessments.,Healthcare,COURSE0331
1078,Healthcare,A,Completed,4.9,18,Not recommended without a strong background.,Business,COURSE0446
3453,Business,,Failed,3.9,19,Intensive exams and complex assignments.,Healthcare,COURSE0318
1301,Business,B,Completed,3.0,19,"Some complex topics, but support was available.",Computer Science,COURSE0350
1319,Business,,Dropped,4.2,15,Intensive exams and complex assignments.,Computer Science,COURSE0095
2751,Business,F,Dropped,2.4,18,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0152
3397,Computer Science,F,Failed,3.7,19,Challenging but manageable with consistent effort.,Computer Science,COURSE0311
2528,Healthcare,,Failed,2.2,17,Easy to follow with clear instructions.,Computer Science,COURSE0137
3382,Computer Science,,Failed,2.6,16,Light workload and minimal assessments.,Business,COURSE0247
2744,Engineering,F,Completed,2.4,6,Good for revising basic concepts.,Business,COURSE0387
3165,Engineering,C+,Completed,4.6,16,Conceptually tough and fast-paced.,Healthcare,COURSE0243
1476,Computer Science,F,Dropped,4.3,15,Requires significant study time and dedication.,Business,COURSE0031
1171,Engineering,,Dropped,4.8,8,Requires significant study time and dedication.,Business,COURSE0040
